seed,ch_fixed,nnet,HighEnergyLevelChargeStopper,HighEnergyWantsToCharge,ChargeOnVeryLowEnergy,LowEnergyFlyToField,DroneOnEmptyField,HighEnergyIdleDronesVeryFarFromBirds,set_state,which_simulation,drones,file,redflags,charger_option,hysteresis,active_drones,total_damage,alive_drone_rate,damage_rate,charger_capacity
5,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,betterbaseline,8,5dice-2-1000epoch,RedflagsEnum.answer,3,none,1,390,0.125,0.4281009879253567,3
5,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,betterbaseline,15,1tiny,RedflagsEnum.answer,3,none,3,258,0.2,0.27388535031847133,2
4,1,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,baseline_with_composiion,120,real-life,RedflagsEnum.answer,3,none,98,7,0.8166666666666667,0.006979062811565304,40
4,1,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,baseline_with_composiion,8,5dice-2-1000epoch,RedflagsEnum.answer,3,none,4,311,0.5,0.3413830954994512,3
4,1,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,baseline_with_composiion,30,fill_one_drone,RedflagsEnum.answer,3,none,7,266,0.23333333333333334,0.2700507614213198,8
4,1,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,baseline_with_composiion,24,U-1-ch,RedflagsEnum.answer,3,none,1,436,0.041666666666666664,0.47135135135135137,6
4,1,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,baseline_with_composiion,15,5dice-3,RedflagsEnum.answer,3,none,2,376,0.13333333333333333,0.8506787330316742,1
4,1,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,baseline_with_composiion,15,1tiny,RedflagsEnum.answer,3,none,3,298,0.2,0.31634819532908703,2
4,1,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,baseline_with_composiion,4,orig,RedflagsEnum.answer,3,none,3,71,0.75,0.30472103004291845,3
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey,4,orig,RedflagsEnum.answer,3,B0.15-5,0,1,0.0,0.004291845493562232,3
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey,30,fill_one_drone,RedflagsEnum.answer,3,B0.15-5,17,148,0.5666666666666667,0.150253807106599,8
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey,24,U-1-ch,RedflagsEnum.answer,3,B0.15-5,14,33,0.5833333333333334,0.03567567567567568,6
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey,15,1tiny,RedflagsEnum.answer,3,B0.15-5,12,49,0.8,0.05201698513800425,2
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey,15,5dice-3,RedflagsEnum.answer,3,B0.15-5,9,38,0.6,0.08597285067873303,1
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey,120,real-life,RedflagsEnum.answer,3,B0.15-5,97,87,0.8083333333333333,0.08673978065802593,40
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey_partial,4,orig,RedflagsEnum.answer,3,B0.15-5,0,1,0.0,0.004291845493562232,3
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey_partial,30,fill_one_drone,RedflagsEnum.answer,3,B0.15-5,17,148,0.5666666666666667,0.150253807106599,8
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey_partial,24,U-1-ch,RedflagsEnum.answer,3,B0.15-5,14,33,0.5833333333333334,0.03567567567567568,6
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey_partial,15,5dice-3,RedflagsEnum.answer,3,B0.15-5,9,38,0.6,0.08597285067873303,1
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey_partial,15,1tiny,RedflagsEnum.answer,3,B0.15-5,12,49,0.8,0.05201698513800425,2
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey_partial,120,real-life,RedflagsEnum.answer,3,B0.15-5,97,87,0.8083333333333333,0.08673978065802593,40
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,120,real-life,RedflagsEnum.answer,3,B0.15-5,99,12,0.825,0.011964107676969093,40
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,8,5dice-2-1000epoch,RedflagsEnum.answer,3,B0.15-5,7,106,0.875,0.1163556531284303,3
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,30,fill_one_drone,RedflagsEnum.answer,3,B0.15-5,20,70,0.6666666666666666,0.07106598984771574,8
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,20,orig-100birds,RedflagsEnum.answer,3,B0.15-5,15,226,0.75,0.9699570815450643,3
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,24,U-1-ch,RedflagsEnum.answer,3,B0.15-5,19,35,0.7916666666666666,0.03783783783783784,6
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,4,orig,RedflagsEnum.answer,3,B0.15-5,2,62,0.5,0.26609442060085836,3
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,15,5dice-3,RedflagsEnum.answer,3,B0.15-5,7,154,0.4666666666666667,0.34841628959276016,1
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,15,1tiny,RedflagsEnum.answer,3,B0.15-5,11,50,0.7333333333333333,0.05307855626326964,2
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_priority,120,real-life,RedflagsEnum.answer,3,B0.15-5,97,87,0.8083333333333333,0.08673978065802593,40
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_priority,8,5dice-2-1000epoch,RedflagsEnum.answer,3,B0.15-5,8,58,1.0,0.06366630076838639,3
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_priority,30,fill_one_drone,RedflagsEnum.answer,3,B0.15-5,18,136,0.6,0.13807106598984772,8
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_priority,20,orig-100birds,RedflagsEnum.answer,3,B0.15-5,15,233,0.75,1.0,3
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_priority,24,U-1-ch,RedflagsEnum.answer,3,B0.15-5,16,35,0.6666666666666666,0.03783783783783784,6
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_priority,4,orig,RedflagsEnum.answer,3,B0.15-5,3,53,0.75,0.22746781115879827,3
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_priority,15,5dice-3,RedflagsEnum.answer,3,B0.15-5,9,45,0.6,0.10180995475113122,1
4,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_priority,15,1tiny,RedflagsEnum.answer,3,B0.15-5,12,45,0.8,0.04777070063694268,2
4,0,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,baseline_with_rf_argmax,120,real-life,RedflagsEnum.answer,3,none,99,348,0.825,0.3469591226321037,40
4,0,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,baseline_with_rf_argmax,30,fill_one_drone,RedflagsEnum.answer,3,none,16,651,0.5333333333333333,0.6609137055837564,8
4,0,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,baseline_with_rf_argmax,20,orig-100birds,RedflagsEnum.answer,3,none,13,233,0.65,1.0,3
4,0,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,baseline_with_rf_argmax,4,orig,RedflagsEnum.answer,3,none,3,93,0.75,0.39914163090128757,3
4,0,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,baseline_with_rf_argmax,24,U-1-ch,RedflagsEnum.answer,3,none,7,466,0.2916666666666667,0.5037837837837837,6
4,0,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,baseline_with_rf_argmax,15,5dice-3,RedflagsEnum.answer,3,none,2,381,0.13333333333333333,0.8619909502262444,1
4,0,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,baseline_with_rf_argmax,8,5dice-2-1000epoch,RedflagsEnum.answer,3,none,6,349,0.75,0.38309549945115257,3
4,0,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,baseline_with_rf_argmax,15,1tiny,RedflagsEnum.answer,3,none,7,274,0.4666666666666667,0.2908704883227176,2
4,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,argmax,120,real-life,RedflagsEnum.answer,3,none,99,360,0.825,0.3589232303090728,40
4,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,argmax,8,5dice-2-1000epoch,RedflagsEnum.answer,3,none,8,398,1.0,0.43688254665203075,3
4,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,argmax,30,fill_one_drone,RedflagsEnum.answer,3,none,16,854,0.5333333333333333,0.867005076142132,8
4,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,argmax,20,orig-100birds,RedflagsEnum.answer,3,none,6,233,0.3,1.0,3
4,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,argmax,24,U-1-ch,RedflagsEnum.answer,3,none,12,538,0.5,0.5816216216216217,6
4,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,argmax,4,orig,RedflagsEnum.answer,3,none,3,83,0.75,0.3562231759656652,3
4,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,argmax,15,5dice-3,RedflagsEnum.answer,3,none,5,442,0.3333333333333333,1.0,1
4,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,argmax,15,1tiny,RedflagsEnum.answer,3,none,4,370,0.26666666666666666,0.39278131634819535,2
4,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,betterbaseline,120,real-life,RedflagsEnum.answer,3,none,99,260,0.825,0.259222333000997,40
4,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,betterbaseline,30,fill_one_drone,RedflagsEnum.answer,3,none,11,733,0.36666666666666664,0.7441624365482233,8
4,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,betterbaseline,20,orig-100birds,RedflagsEnum.answer,3,none,5,233,0.25,1.0,3
4,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,betterbaseline,4,orig,RedflagsEnum.answer,3,none,3,81,0.75,0.34763948497854075,3
4,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,betterbaseline,24,U-1-ch,RedflagsEnum.answer,3,none,6,568,0.25,0.614054054054054,6
4,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,betterbaseline,8,5dice-2-1000epoch,RedflagsEnum.answer,3,none,1,421,0.125,0.4621295279912184,3
4,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,betterbaseline,15,5dice-3,RedflagsEnum.answer,3,none,1,413,0.06666666666666667,0.9343891402714932,1
4,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,betterbaseline,15,1tiny,RedflagsEnum.answer,3,none,3,324,0.2,0.34394904458598724,2
3,1,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,baseline_with_composiion,120,real-life,RedflagsEnum.answer,3,none,101,21,0.8416666666666667,0.020937188434695914,40
3,1,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,baseline_with_composiion,30,fill_one_drone,RedflagsEnum.answer,3,none,7,281,0.23333333333333334,0.28527918781725886,8
3,1,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,baseline_with_composiion,15,1tiny,RedflagsEnum.answer,3,none,3,244,0.2,0.25902335456475584,2
3,1,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,baseline_with_composiion,8,5dice-2-1000epoch,RedflagsEnum.answer,3,none,4,229,0.5,0.2513721185510428,3
3,1,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,baseline_with_composiion,24,U-1-ch,RedflagsEnum.answer,3,none,5,290,0.20833333333333334,0.31351351351351353,6
3,1,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,baseline_with_composiion,15,5dice-3,RedflagsEnum.answer,3,none,1,374,0.06666666666666667,0.8461538461538461,1
3,1,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,baseline_with_composiion,4,orig,RedflagsEnum.answer,3,none,2,111,0.5,0.47639484978540775,3
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey_partial,4,orig,RedflagsEnum.answer,3,B0.15-5,0,7,0.0,0.030042918454935622,3
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey_partial,30,fill_one_drone,RedflagsEnum.answer,3,B0.15-5,16,146,0.5333333333333333,0.14822335025380712,8
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey_partial,24,U-1-ch,RedflagsEnum.answer,3,B0.15-5,17,21,0.7083333333333334,0.022702702702702703,6
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey_partial,15,1tiny,RedflagsEnum.answer,3,B0.15-5,12,47,0.8,0.049893842887473464,2
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey_partial,15,5dice-3,RedflagsEnum.answer,3,B0.15-5,8,58,0.5333333333333333,0.13122171945701358,1
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey_partial,120,real-life,RedflagsEnum.answer,3,B0.15-5,99,69,0.825,0.06879361914257229,40
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey,4,orig,RedflagsEnum.answer,3,B0.15-5,0,7,0.0,0.030042918454935622,3
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey,30,fill_one_drone,RedflagsEnum.answer,3,B0.15-5,16,146,0.5333333333333333,0.14822335025380712,8
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey,24,U-1-ch,RedflagsEnum.answer,3,B0.15-5,17,21,0.7083333333333334,0.022702702702702703,6
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey,15,1tiny,RedflagsEnum.answer,3,B0.15-5,12,47,0.8,0.049893842887473464,2
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey,15,5dice-3,RedflagsEnum.answer,3,B0.15-5,8,58,0.5333333333333333,0.13122171945701358,1
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey,120,real-life,RedflagsEnum.answer,3,B0.15-5,99,69,0.825,0.06879361914257229,40
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,120,real-life,RedflagsEnum.answer,3,B0.15-5,101,18,0.8416666666666667,0.01794616151545364,40
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,8,5dice-2-1000epoch,RedflagsEnum.answer,3,B0.15-5,8,74,1.0,0.08122941822173436,3
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,30,fill_one_drone,RedflagsEnum.answer,3,B0.15-5,20,102,0.6666666666666666,0.10355329949238579,8
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,20,orig-100birds,RedflagsEnum.answer,3,B0.15-5,4,233,0.2,1.0,3
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,24,U-1-ch,RedflagsEnum.answer,3,B0.15-5,20,36,0.8333333333333334,0.03891891891891892,6
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,15,5dice-3,RedflagsEnum.answer,3,B0.15-5,8,182,0.5333333333333333,0.4117647058823529,1
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,4,orig,RedflagsEnum.answer,3,B0.15-5,2,102,0.5,0.43776824034334766,3
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,15,1tiny,RedflagsEnum.answer,3,B0.15-5,13,56,0.8666666666666667,0.059447983014861996,2
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_priority,120,real-life,RedflagsEnum.answer,3,B0.15-5,99,69,0.825,0.06879361914257229,40
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_priority,8,5dice-2-1000epoch,RedflagsEnum.answer,3,B0.15-5,8,56,1.0,0.06147091108671789,3
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_priority,30,fill_one_drone,RedflagsEnum.answer,3,B0.15-5,21,151,0.7,0.1532994923857868,8
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_priority,20,orig-100birds,RedflagsEnum.answer,3,B0.15-5,12,233,0.6,1.0,3
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_priority,24,U-1-ch,RedflagsEnum.answer,3,B0.15-5,12,32,0.5,0.034594594594594595,6
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_priority,15,5dice-3,RedflagsEnum.answer,3,B0.15-5,10,110,0.6666666666666666,0.248868778280543,1
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_priority,4,orig,RedflagsEnum.answer,3,B0.15-5,3,35,0.75,0.15021459227467812,3
3,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_priority,15,1tiny,RedflagsEnum.answer,3,B0.15-5,15,42,1.0,0.044585987261146494,2
3,0,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,baseline_with_rf_argmax,120,real-life,RedflagsEnum.answer,3,none,101,333,0.8416666666666667,0.3320039880358923,40
3,0,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,baseline_with_rf_argmax,30,fill_one_drone,RedflagsEnum.answer,3,none,15,695,0.5,0.7055837563451777,8
3,0,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,baseline_with_rf_argmax,20,orig-100birds,RedflagsEnum.answer,3,none,10,233,0.5,1.0,3
3,0,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,baseline_with_rf_argmax,24,U-1-ch,RedflagsEnum.answer,3,none,7,515,0.2916666666666667,0.5567567567567567,6
3,0,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,baseline_with_rf_argmax,4,orig,RedflagsEnum.answer,3,none,3,119,0.75,0.5107296137339056,3
3,0,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,baseline_with_rf_argmax,15,5dice-3,RedflagsEnum.answer,3,none,2,383,0.13333333333333333,0.8665158371040724,1
3,0,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,baseline_with_rf_argmax,8,5dice-2-1000epoch,RedflagsEnum.answer,3,none,8,393,1.0,0.4313940724478595,3
3,0,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,baseline_with_rf_argmax,15,1tiny,RedflagsEnum.answer,3,none,7,255,0.4666666666666667,0.27070063694267515,2
3,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,argmax,120,real-life,RedflagsEnum.answer,3,none,101,353,0.8416666666666667,0.35194416749750745,40
3,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,argmax,8,5dice-2-1000epoch,RedflagsEnum.answer,3,none,8,398,1.0,0.43688254665203075,3
3,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,argmax,30,fill_one_drone,RedflagsEnum.answer,3,none,16,827,0.5333333333333333,0.8395939086294416,8
3,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,argmax,20,orig-100birds,RedflagsEnum.answer,3,none,6,233,0.3,1.0,3
3,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,argmax,24,U-1-ch,RedflagsEnum.answer,3,none,12,478,0.5,0.5167567567567568,6
3,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,argmax,15,5dice-3,RedflagsEnum.answer,3,none,4,442,0.26666666666666666,1.0,1
3,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,argmax,4,orig,RedflagsEnum.answer,3,none,3,107,0.75,0.4592274678111588,3
3,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,argmax,15,1tiny,RedflagsEnum.answer,3,none,4,276,0.26666666666666666,0.2929936305732484,2
3,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,betterbaseline,120,real-life,RedflagsEnum.answer,3,none,101,314,0.8416666666666667,0.31306081754735793,40
3,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,betterbaseline,30,fill_one_drone,RedflagsEnum.answer,3,none,14,723,0.4666666666666667,0.7340101522842639,8
3,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,betterbaseline,20,orig-100birds,RedflagsEnum.answer,3,none,4,233,0.2,1.0,3
3,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,betterbaseline,4,orig,RedflagsEnum.answer,3,none,3,106,0.75,0.45493562231759654,3
3,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,betterbaseline,24,U-1-ch,RedflagsEnum.answer,3,none,5,504,0.20833333333333334,0.5448648648648649,6
3,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,betterbaseline,15,5dice-3,RedflagsEnum.answer,3,none,1,409,0.06666666666666667,0.9253393665158371,1
3,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,betterbaseline,8,5dice-2-1000epoch,RedflagsEnum.answer,3,none,3,386,0.375,0.42371020856201974,3
3,0,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,betterbaseline,15,1tiny,RedflagsEnum.answer,3,none,3,311,0.2,0.33014861995753714,2
2,1,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,baseline_with_composiion,120,real-life,RedflagsEnum.answer,3,none,101,32,0.8416666666666667,0.031904287138584245,40
2,1,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,baseline_with_composiion,24,U-1-ch,RedflagsEnum.answer,3,none,5,284,0.20833333333333334,0.307027027027027,6
2,1,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,baseline_with_composiion,8,5dice-2-1000epoch,RedflagsEnum.answer,3,none,4,282,0.5,0.30954994511525796,3
2,1,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,baseline_with_composiion,30,fill_one_drone,RedflagsEnum.answer,3,none,4,379,0.13333333333333333,0.3847715736040609,8
2,1,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,baseline_with_composiion,15,1tiny,RedflagsEnum.answer,3,none,4,173,0.26666666666666666,0.18365180467091294,2
2,1,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,baseline_with_composiion,15,5dice-3,RedflagsEnum.answer,3,none,1,389,0.06666666666666667,0.8800904977375565,1
2,1,256B,0,0,0,0,0,0,SetState.use_set_state_minimal,baseline_with_composiion,4,orig,RedflagsEnum.answer,3,none,2,98,0.5,0.4206008583690987,3
2,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey,4,orig,RedflagsEnum.answer,3,B0.15-5,0,22,0.0,0.0944206008583691,3
2,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey,30,fill_one_drone,RedflagsEnum.answer,3,B0.15-5,3,212,0.1,0.2152284263959391,8
2,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey,24,U-1-ch,RedflagsEnum.answer,3,B0.15-5,17,39,0.7083333333333334,0.04216216216216216,6
2,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey,15,1tiny,RedflagsEnum.answer,3,B0.15-5,12,51,0.8,0.054140127388535034,2
2,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey,15,5dice-3,RedflagsEnum.answer,3,B0.15-5,11,71,0.7333333333333333,0.16063348416289594,1
2,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey,120,real-life,RedflagsEnum.answer,3,B0.15-5,100,90,0.8333333333333334,0.0897308075772682,40
2,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey_partial,4,orig,RedflagsEnum.answer,3,B0.15-5,0,22,0.0,0.0944206008583691,3
2,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey_partial,30,fill_one_drone,RedflagsEnum.answer,3,B0.15-5,3,216,0.1,0.21928934010152284,8
2,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey_partial,24,U-1-ch,RedflagsEnum.answer,3,B0.15-5,17,39,0.7083333333333334,0.04216216216216216,6
2,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey_partial,15,1tiny,RedflagsEnum.answer,3,B0.15-5,12,51,0.8,0.054140127388535034,2
2,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey_partial,15,5dice-3,RedflagsEnum.answer,3,B0.15-5,11,71,0.7333333333333333,0.16063348416289594,1
2,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_obey_partial,120,real-life,RedflagsEnum.answer,3,B0.15-5,100,90,0.8333333333333334,0.0897308075772682,40
2,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_priority,120,real-life,RedflagsEnum.answer,3,B0.15-5,100,90,0.8333333333333334,0.0897308075772682,40
2,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_priority,8,5dice-2-1000epoch,RedflagsEnum.answer,3,B0.15-5,8,42,1.0,0.04610318331503842,3
2,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_priority,30,fill_one_drone,RedflagsEnum.answer,3,B0.15-5,16,173,0.5333333333333333,0.17563451776649747,8
2,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_priority,20,orig-100birds,RedflagsEnum.answer,3,B0.15-5,12,233,0.6,1.0,3
2,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_priority,4,orig,RedflagsEnum.answer,3,B0.15-5,2,65,0.5,0.27896995708154504,3
2,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_priority,24,U-1-ch,RedflagsEnum.answer,3,B0.15-5,13,48,0.5416666666666666,0.05189189189189189,6
2,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_priority,15,5dice-3,RedflagsEnum.answer,3,B0.15-5,8,94,0.5333333333333333,0.21266968325791855,1
2,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_ensemble_priority,15,1tiny,RedflagsEnum.answer,3,B0.15-5,13,48,0.8666666666666667,0.050955414012738856,2
2,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,120,real-life,RedflagsEnum.answer,3,B0.15-5,101,26,0.8416666666666667,0.0259222333000997,40
2,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,8,5dice-2-1000epoch,RedflagsEnum.answer,3,B0.15-5,7,75,0.875,0.08232711306256861,3
2,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,30,fill_one_drone,RedflagsEnum.answer,3,B0.15-5,17,79,0.5666666666666667,0.08020304568527918,8
2,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,20,orig-100birds,RedflagsEnum.answer,3,B0.15-5,2,233,0.1,1.0,3
2,1,256B,1,1,1,1,1,1,SetState.use_set_state_minimal,greedy_drone,4,orig,RedflagsEnum.answer,3,B0.15-5,1,108,0.25,0.463519313304721,3
